from	to	source	database
Aimp1	Fas	ppi_lr_go	ppi_prediction_go
Aimp1	Cul5	ppi_lr_go	ppi_prediction_go
Aimp1	Amot	ppi_lr_go	ppi_prediction_go
Aimp1	Rrbp1	ppi_lr_go	ppi_prediction_go
Apoa1	Ryr2	ppi_lr_go	ppi_prediction_go
Klk1b22	Ryr2	ppi_lr_go	ppi_prediction_go
Apoa1	Clca2	ppi_lr_go	ppi_prediction_go
Klk1b22	Clca2	ppi_lr_go	ppi_prediction_go
Apoa1	Derl1	ppi_lr_go	ppi_prediction_go
Klk1b22	Derl1	ppi_lr_go	ppi_prediction_go
Apoa1	Olfr410	ppi_lr_go	ppi_prediction_go
Klk1b22	Olfr410	ppi_lr_go	ppi_prediction_go
Cxcl12	Esr1	ppi_lr_go	ppi_prediction_go
Igf1	Esr1	ppi_lr_go	ppi_prediction_go
Tff1	Esr1	ppi_lr_go	ppi_prediction_go
Fgf8	Ar	ppi_lr_go	ppi_prediction_go
Wisp2	Ar	ppi_lr_go	ppi_prediction_go
Wnt5a	Gpc4	ppi_lr_go	ppi_prediction_go
Wnt8a	Frzb	ppi_lr_go	ppi_prediction_go
Wnt3a	Gpc4	ppi_lr_go	ppi_prediction_go
Timp1	Gnrhr	ppi_lr_go	ppi_prediction_go
Scg2	Gnrhr	ppi_lr_go	ppi_prediction_go
Il16	Grin2a	ppi_lr_go	ppi_prediction_go
Mapt	Egfr	ppi_lr_go	ppi_prediction_go
Mapt	Calm1	ppi_lr_go	ppi_prediction_go
Mapt	Prnp	ppi_lr_go	ppi_prediction_go
Angptl3	Itgb3	ppi_lr_go	ppi_prediction_go
Angptl3	Itgav	ppi_lr_go	ppi_prediction_go
Il16	Grin2b	ppi_lr_go	ppi_prediction_go
Il16	Grin2d	ppi_lr_go	ppi_prediction_go
Grn	Tnfrsf1b	ppi_lr_go	ppi_prediction_go
Fbn1	Itgb3	ppi_lr_go	ppi_prediction_go
Fbn1	Itgav	ppi_lr_go	ppi_prediction_go
Lgals3	Itgb4	ppi_lr_go	ppi_prediction_go
Hmgb2	Pgr	ppi_lr_go	ppi_prediction_go
Lgals3	Egfr	ppi_lr_go	ppi_prediction_go
Cmtm8	Egfr	ppi_lr_go	ppi_prediction_go
Aimp1	Mcc	ppi_lr_go	ppi_prediction_go
Sfrp2	Bmpr1a	ppi_lr_go	ppi_prediction_go
Tgfb2	Eng	ppi_lr_go	ppi_prediction_go
Tgfb2	Vtn	ppi_lr_go	ppi_prediction_go
Tslp	Prnp	ppi_lr_go	ppi_prediction_go
Lgals3	Fcgr3	ppi_lr_go	ppi_prediction_go
Ghrl	Tbxa2r	ppi_lr_go	ppi_prediction_go
Jag1	Cd46	ppi_lr_go	ppi_prediction_go
Bmp7	Eng	ppi_lr_go	ppi_prediction_go
Lgals3	Spn	ppi_lr_go	ppi_prediction_go
Lgals3	Tfrc	ppi_lr_go	ppi_prediction_go
Lgals3	Cubn	ppi_lr_go	ppi_prediction_go
Il16	Kcnj10	ppi_lr_go	ppi_prediction_go
Bmp7	Trim27	ppi_lr_go	ppi_prediction_go
Il1f10	Il1r1	ppi_lr_go	ppi_prediction_go
Fgf2	Vtn	ppi_lr_go	ppi_prediction_go
Hgf	Vtn	ppi_lr_go	ppi_prediction_go
Cxcl5	Pigr	ppi_lr_go	ppi_prediction_go
Rabep1	Kcnh1	ppi_lr_go	ppi_prediction_go
Osgin1	Fgfr4	ppi_lr_go	ppi_prediction_go
Scgb3a1	Fgfr4	ppi_lr_go	ppi_prediction_go
Ghrl	Ptger3	ppi_lr_go	ppi_prediction_go
Fgf13	Prnp	ppi_lr_go	ppi_prediction_go
Vegfa	Vtn	ppi_lr_go	ppi_prediction_go
Flrt3	Adgrl3	ppi_lr_go	ppi_prediction_go
Nampt	Adora2a	ppi_lr_go	ppi_prediction_go
Sectm1a	Cd7	ppi_lr_go	ppi_prediction_go
Avp	Gpr25	ppi_lr_go	ppi_prediction_go
Pomc	Gpr25	ppi_lr_go	ppi_prediction_go
Cga	Gpr25	ppi_lr_go	ppi_prediction_go
Tshb	Gpr25	ppi_lr_go	ppi_prediction_go
Fshb	Gpr25	ppi_lr_go	ppi_prediction_go
Lhb	Gpr25	ppi_lr_go	ppi_prediction_go
Calca	Gpr25	ppi_lr_go	ppi_prediction_go
Pth	Gpr25	ppi_lr_go	ppi_prediction_go
Gcg	Gpr25	ppi_lr_go	ppi_prediction_go
Vip	Gpr25	ppi_lr_go	ppi_prediction_go
Ghrh	Gpr25	ppi_lr_go	ppi_prediction_go
Crh	Gpr25	ppi_lr_go	ppi_prediction_go
Gip	Gpr25	ppi_lr_go	ppi_prediction_go
Sct	Gpr25	ppi_lr_go	ppi_prediction_go
Calcb	Gpr25	ppi_lr_go	ppi_prediction_go
Iapp	Gpr25	ppi_lr_go	ppi_prediction_go
Pthlh	Gpr25	ppi_lr_go	ppi_prediction_go
Adcyap1	Gpr25	ppi_lr_go	ppi_prediction_go
Adm	Gpr25	ppi_lr_go	ppi_prediction_go
Insl3	Gpr25	ppi_lr_go	ppi_prediction_go
Adm2	Gpr25	ppi_lr_go	ppi_prediction_go
Rln3	Gpr25	ppi_lr_go	ppi_prediction_go
Tnfsf9	Tlr4	ppi_lr_go	ppi_prediction_go
Cort	Grm8	ppi_lr_go	ppi_prediction_go
Ccl21a	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl11	Grm8	ppi_lr_go	ppi_prediction_go
Ccl25	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl13	Grm8	ppi_lr_go	ppi_prediction_go
Agt	Grm8	ppi_lr_go	ppi_prediction_go
Hc	Grm8	ppi_lr_go	ppi_prediction_go
Pomc	Grm8	ppi_lr_go	ppi_prediction_go
Penk	Grm8	ppi_lr_go	ppi_prediction_go
Pdyn	Grm8	ppi_lr_go	ppi_prediction_go
Ppy	Grm8	ppi_lr_go	ppi_prediction_go
Npy	Grm8	ppi_lr_go	ppi_prediction_go
Ppbp	Grm8	ppi_lr_go	ppi_prediction_go
Pf4	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl10	Grm8	ppi_lr_go	ppi_prediction_go
Saa1	Grm8	ppi_lr_go	ppi_prediction_go
Pyy	Grm8	ppi_lr_go	ppi_prediction_go
Ccl5	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl1	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl2	Grm8	ppi_lr_go	ppi_prediction_go
Pmch	Grm8	ppi_lr_go	ppi_prediction_go
Gal	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl5	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl12	Grm8	ppi_lr_go	ppi_prediction_go
Sst	Grm8	ppi_lr_go	ppi_prediction_go
Ccl20	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl9	Grm8	ppi_lr_go	ppi_prediction_go
Pnoc	Grm8	ppi_lr_go	ppi_prediction_go
Rln3	Grm8	ppi_lr_go	ppi_prediction_go
Ccl19	Grm8	ppi_lr_go	ppi_prediction_go
Cxcl16	Grm8	ppi_lr_go	ppi_prediction_go
Ccl28	Grm8	ppi_lr_go	ppi_prediction_go
Apln	Grm8	ppi_lr_go	ppi_prediction_go
Gm13306	Grm8	ppi_lr_go	ppi_prediction_go
Insl5	Grm8	ppi_lr_go	ppi_prediction_go
Npff	P2ry10	ppi_lr_go	ppi_prediction_go
Hcrt	P2ry10	ppi_lr_go	ppi_prediction_go
Uts2	P2ry10	ppi_lr_go	ppi_prediction_go
F2	P2ry10	ppi_lr_go	ppi_prediction_go
Agt	P2ry10	ppi_lr_go	ppi_prediction_go
Gnrh1	P2ry10	ppi_lr_go	ppi_prediction_go
Oxt	P2ry10	ppi_lr_go	ppi_prediction_go
Avp	P2ry10	ppi_lr_go	ppi_prediction_go
Gcg	P2ry10	ppi_lr_go	ppi_prediction_go
Gast	P2ry10	ppi_lr_go	ppi_prediction_go
Edn1	P2ry10	ppi_lr_go	ppi_prediction_go
Cck	P2ry10	ppi_lr_go	ppi_prediction_go
Grp	P2ry10	ppi_lr_go	ppi_prediction_go
Nmb	P2ry10	ppi_lr_go	ppi_prediction_go
Saa1	P2ry10	ppi_lr_go	ppi_prediction_go
Edn3	P2ry10	ppi_lr_go	ppi_prediction_go
Pmch	P2ry10	ppi_lr_go	ppi_prediction_go
Trh	P2ry10	ppi_lr_go	ppi_prediction_go
Edn2	P2ry10	ppi_lr_go	ppi_prediction_go
Nts	P2ry10	ppi_lr_go	ppi_prediction_go
Xcl1	P2ry10	ppi_lr_go	ppi_prediction_go
Prok1	P2ry10	ppi_lr_go	ppi_prediction_go
Qrfp	P2ry10	ppi_lr_go	ppi_prediction_go
Uts2b	P2ry10	ppi_lr_go	ppi_prediction_go
Ghrl	P2ry10	ppi_lr_go	ppi_prediction_go
Npff	Ffar1	ppi_lr_go	ppi_prediction_go
Hcrt	Ffar1	ppi_lr_go	ppi_prediction_go
Uts2	Ffar1	ppi_lr_go	ppi_prediction_go
F2	Ffar1	ppi_lr_go	ppi_prediction_go
Agt	Ffar1	ppi_lr_go	ppi_prediction_go
Gnrh1	Ffar1	ppi_lr_go	ppi_prediction_go
Oxt	Ffar1	ppi_lr_go	ppi_prediction_go
Avp	Ffar1	ppi_lr_go	ppi_prediction_go
Gcg	Ffar1	ppi_lr_go	ppi_prediction_go
Gast	Ffar1	ppi_lr_go	ppi_prediction_go
Edn1	Ffar1	ppi_lr_go	ppi_prediction_go
Cck	Ffar1	ppi_lr_go	ppi_prediction_go
Grp	Ffar1	ppi_lr_go	ppi_prediction_go
Nmb	Ffar1	ppi_lr_go	ppi_prediction_go
Saa1	Ffar1	ppi_lr_go	ppi_prediction_go
Edn3	Ffar1	ppi_lr_go	ppi_prediction_go
Pmch	Ffar1	ppi_lr_go	ppi_prediction_go
Trh	Ffar1	ppi_lr_go	ppi_prediction_go
Edn2	Ffar1	ppi_lr_go	ppi_prediction_go
Nts	Ffar1	ppi_lr_go	ppi_prediction_go
Xcl1	Ffar1	ppi_lr_go	ppi_prediction_go
Prok1	Ffar1	ppi_lr_go	ppi_prediction_go
Qrfp	Ffar1	ppi_lr_go	ppi_prediction_go
Uts2b	Ffar1	ppi_lr_go	ppi_prediction_go
Ghrl	Ffar1	ppi_lr_go	ppi_prediction_go
Npff	Ffar3	ppi_lr_go	ppi_prediction_go
Hcrt	Ffar3	ppi_lr_go	ppi_prediction_go
Uts2	Ffar3	ppi_lr_go	ppi_prediction_go
F2	Ffar3	ppi_lr_go	ppi_prediction_go
Agt	Ffar3	ppi_lr_go	ppi_prediction_go
Gnrh1	Ffar3	ppi_lr_go	ppi_prediction_go
Oxt	Ffar3	ppi_lr_go	ppi_prediction_go
Avp	Ffar3	ppi_lr_go	ppi_prediction_go
Gcg	Ffar3	ppi_lr_go	ppi_prediction_go
Gast	Ffar3	ppi_lr_go	ppi_prediction_go
Edn1	Ffar3	ppi_lr_go	ppi_prediction_go
Cck	Ffar3	ppi_lr_go	ppi_prediction_go
Grp	Ffar3	ppi_lr_go	ppi_prediction_go
Nmb	Ffar3	ppi_lr_go	ppi_prediction_go
Saa1	Ffar3	ppi_lr_go	ppi_prediction_go
Edn3	Ffar3	ppi_lr_go	ppi_prediction_go
Pmch	Ffar3	ppi_lr_go	ppi_prediction_go
Trh	Ffar3	ppi_lr_go	ppi_prediction_go
Edn2	Ffar3	ppi_lr_go	ppi_prediction_go
Nts	Ffar3	ppi_lr_go	ppi_prediction_go
Xcl1	Ffar3	ppi_lr_go	ppi_prediction_go
Prok1	Ffar3	ppi_lr_go	ppi_prediction_go
Qrfp	Ffar3	ppi_lr_go	ppi_prediction_go
Uts2b	Ffar3	ppi_lr_go	ppi_prediction_go
Ghrl	Ffar3	ppi_lr_go	ppi_prediction_go
Ccl25	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl13	Grm6	ppi_lr_go	ppi_prediction_go
Agt	Grm6	ppi_lr_go	ppi_prediction_go
Hc	Grm6	ppi_lr_go	ppi_prediction_go
Pomc	Grm6	ppi_lr_go	ppi_prediction_go
Penk	Grm6	ppi_lr_go	ppi_prediction_go
Pdyn	Grm6	ppi_lr_go	ppi_prediction_go
Ppy	Grm6	ppi_lr_go	ppi_prediction_go
Npy	Grm6	ppi_lr_go	ppi_prediction_go
Ppbp	Grm6	ppi_lr_go	ppi_prediction_go
Pf4	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl10	Grm6	ppi_lr_go	ppi_prediction_go
Saa1	Grm6	ppi_lr_go	ppi_prediction_go
Pyy	Grm6	ppi_lr_go	ppi_prediction_go
Ccl5	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl1	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl2	Grm6	ppi_lr_go	ppi_prediction_go
Pmch	Grm6	ppi_lr_go	ppi_prediction_go
Gal	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl5	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl12	Grm6	ppi_lr_go	ppi_prediction_go
Sst	Grm6	ppi_lr_go	ppi_prediction_go
Ccl20	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl9	Grm6	ppi_lr_go	ppi_prediction_go
Pnoc	Grm6	ppi_lr_go	ppi_prediction_go
Rln3	Grm6	ppi_lr_go	ppi_prediction_go
Ccl19	Grm6	ppi_lr_go	ppi_prediction_go
Cxcl16	Grm6	ppi_lr_go	ppi_prediction_go
Ccl28	Grm6	ppi_lr_go	ppi_prediction_go
Apln	Grm6	ppi_lr_go	ppi_prediction_go
Gm13306	Grm6	ppi_lr_go	ppi_prediction_go
Insl5	Grm6	ppi_lr_go	ppi_prediction_go
Hcrt	Ffar2	ppi_lr_go	ppi_prediction_go
Uts2	Ffar2	ppi_lr_go	ppi_prediction_go
F2	Ffar2	ppi_lr_go	ppi_prediction_go
Agt	Ffar2	ppi_lr_go	ppi_prediction_go
Gnrh1	Ffar2	ppi_lr_go	ppi_prediction_go
Oxt	Ffar2	ppi_lr_go	ppi_prediction_go
Avp	Ffar2	ppi_lr_go	ppi_prediction_go
Gcg	Ffar2	ppi_lr_go	ppi_prediction_go
Gast	Ffar2	ppi_lr_go	ppi_prediction_go
Edn1	Ffar2	ppi_lr_go	ppi_prediction_go
Cck	Ffar2	ppi_lr_go	ppi_prediction_go
Grp	Ffar2	ppi_lr_go	ppi_prediction_go
Nmb	Ffar2	ppi_lr_go	ppi_prediction_go
Saa1	Ffar2	ppi_lr_go	ppi_prediction_go
Edn3	Ffar2	ppi_lr_go	ppi_prediction_go
Pmch	Ffar2	ppi_lr_go	ppi_prediction_go
Trh	Ffar2	ppi_lr_go	ppi_prediction_go
Edn2	Ffar2	ppi_lr_go	ppi_prediction_go
Nts	Ffar2	ppi_lr_go	ppi_prediction_go
Xcl1	Ffar2	ppi_lr_go	ppi_prediction_go
Prok1	Ffar2	ppi_lr_go	ppi_prediction_go
Qrfp	Ffar2	ppi_lr_go	ppi_prediction_go
Uts2b	Ffar2	ppi_lr_go	ppi_prediction_go
Ghrl	Ffar2	ppi_lr_go	ppi_prediction_go
Apoa1	Cubn	ppi_lr_go	ppi_prediction_go
Avp	Ramp3	ppi_lr_go	ppi_prediction_go
Pomc	Ramp3	ppi_lr_go	ppi_prediction_go
Cga	Ramp3	ppi_lr_go	ppi_prediction_go
Tshb	Ramp3	ppi_lr_go	ppi_prediction_go
Fshb	Ramp3	ppi_lr_go	ppi_prediction_go
Lhb	Ramp3	ppi_lr_go	ppi_prediction_go
Calca	Ramp3	ppi_lr_go	ppi_prediction_go
Pth	Ramp3	ppi_lr_go	ppi_prediction_go
Gcg	Ramp3	ppi_lr_go	ppi_prediction_go
Vip	Ramp3	ppi_lr_go	ppi_prediction_go
Ghrh	Ramp3	ppi_lr_go	ppi_prediction_go
Crh	Ramp3	ppi_lr_go	ppi_prediction_go
Gip	Ramp3	ppi_lr_go	ppi_prediction_go
Sct	Ramp3	ppi_lr_go	ppi_prediction_go
Calcb	Ramp3	ppi_lr_go	ppi_prediction_go
Iapp	Ramp3	ppi_lr_go	ppi_prediction_go
Pthlh	Ramp3	ppi_lr_go	ppi_prediction_go
Adcyap1	Ramp3	ppi_lr_go	ppi_prediction_go
Adm	Ramp3	ppi_lr_go	ppi_prediction_go
Insl3	Ramp3	ppi_lr_go	ppi_prediction_go
Adm2	Ramp3	ppi_lr_go	ppi_prediction_go
Rln3	Ramp3	ppi_lr_go	ppi_prediction_go
Wnt2	Fzd7	ppi_lr_go	ppi_prediction_go
Wnt8b	Lrp5	ppi_lr_go	ppi_prediction_go
Apoa1	Gpc4	ppi_lr_go	ppi_prediction_go
Wnt8a	Lrp6	ppi_lr_go	ppi_prediction_go
Agt	Gabbr2	ppi_lr_go	ppi_prediction_go
Hc	Gabbr2	ppi_lr_go	ppi_prediction_go
Pomc	Gabbr2	ppi_lr_go	ppi_prediction_go
Penk	Gabbr2	ppi_lr_go	ppi_prediction_go
Pdyn	Gabbr2	ppi_lr_go	ppi_prediction_go
Ppy	Gabbr2	ppi_lr_go	ppi_prediction_go
Npy	Gabbr2	ppi_lr_go	ppi_prediction_go
Ppbp	Gabbr2	ppi_lr_go	ppi_prediction_go
Pf4	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl10	Gabbr2	ppi_lr_go	ppi_prediction_go
Saa1	Gabbr2	ppi_lr_go	ppi_prediction_go
Pyy	Gabbr2	ppi_lr_go	ppi_prediction_go
Ccl5	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl1	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl2	Gabbr2	ppi_lr_go	ppi_prediction_go
Pmch	Gabbr2	ppi_lr_go	ppi_prediction_go
Gal	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl5	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl12	Gabbr2	ppi_lr_go	ppi_prediction_go
Sst	Gabbr2	ppi_lr_go	ppi_prediction_go
Ccl20	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl9	Gabbr2	ppi_lr_go	ppi_prediction_go
Pnoc	Gabbr2	ppi_lr_go	ppi_prediction_go
Rln3	Gabbr2	ppi_lr_go	ppi_prediction_go
Ccl19	Gabbr2	ppi_lr_go	ppi_prediction_go
Cxcl16	Gabbr2	ppi_lr_go	ppi_prediction_go
Ccl28	Gabbr2	ppi_lr_go	ppi_prediction_go
Apln	Gabbr2	ppi_lr_go	ppi_prediction_go
Gm13306	Gabbr2	ppi_lr_go	ppi_prediction_go
Insl5	Gabbr2	ppi_lr_go	ppi_prediction_go
Nrg1	Adgrl1	ppi_lr_go	ppi_prediction_go
Agt	S1pr2	ppi_lr_go	ppi_prediction_go
Hc	S1pr2	ppi_lr_go	ppi_prediction_go
Pomc	S1pr2	ppi_lr_go	ppi_prediction_go
Penk	S1pr2	ppi_lr_go	ppi_prediction_go
Pdyn	S1pr2	ppi_lr_go	ppi_prediction_go
Ppy	S1pr2	ppi_lr_go	ppi_prediction_go
Npy	S1pr2	ppi_lr_go	ppi_prediction_go
Ppbp	S1pr2	ppi_lr_go	ppi_prediction_go
Pf4	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl10	S1pr2	ppi_lr_go	ppi_prediction_go
Saa1	S1pr2	ppi_lr_go	ppi_prediction_go
Pyy	S1pr2	ppi_lr_go	ppi_prediction_go
Ccl5	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl1	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl2	S1pr2	ppi_lr_go	ppi_prediction_go
Pmch	S1pr2	ppi_lr_go	ppi_prediction_go
Gal	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl5	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl12	S1pr2	ppi_lr_go	ppi_prediction_go
Sst	S1pr2	ppi_lr_go	ppi_prediction_go
Ccl20	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl9	S1pr2	ppi_lr_go	ppi_prediction_go
Pnoc	S1pr2	ppi_lr_go	ppi_prediction_go
Rln3	S1pr2	ppi_lr_go	ppi_prediction_go
Ccl19	S1pr2	ppi_lr_go	ppi_prediction_go
Cxcl16	S1pr2	ppi_lr_go	ppi_prediction_go
Ccl28	S1pr2	ppi_lr_go	ppi_prediction_go
Apln	S1pr2	ppi_lr_go	ppi_prediction_go
Gm13306	S1pr2	ppi_lr_go	ppi_prediction_go
Insl5	S1pr2	ppi_lr_go	ppi_prediction_go
Agt	S1pr4	ppi_lr_go	ppi_prediction_go
Hc	S1pr4	ppi_lr_go	ppi_prediction_go
Pomc	S1pr4	ppi_lr_go	ppi_prediction_go
Penk	S1pr4	ppi_lr_go	ppi_prediction_go
Pdyn	S1pr4	ppi_lr_go	ppi_prediction_go
Ppy	S1pr4	ppi_lr_go	ppi_prediction_go
Npy	S1pr4	ppi_lr_go	ppi_prediction_go
Ppbp	S1pr4	ppi_lr_go	ppi_prediction_go
Pf4	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl10	S1pr4	ppi_lr_go	ppi_prediction_go
Saa1	S1pr4	ppi_lr_go	ppi_prediction_go
Pyy	S1pr4	ppi_lr_go	ppi_prediction_go
Ccl5	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl1	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl2	S1pr4	ppi_lr_go	ppi_prediction_go
Pmch	S1pr4	ppi_lr_go	ppi_prediction_go
Gal	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl5	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl12	S1pr4	ppi_lr_go	ppi_prediction_go
Sst	S1pr4	ppi_lr_go	ppi_prediction_go
Ccl20	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl9	S1pr4	ppi_lr_go	ppi_prediction_go
Pnoc	S1pr4	ppi_lr_go	ppi_prediction_go
Rln3	S1pr4	ppi_lr_go	ppi_prediction_go
Ccl19	S1pr4	ppi_lr_go	ppi_prediction_go
Cxcl16	S1pr4	ppi_lr_go	ppi_prediction_go
Ccl28	S1pr4	ppi_lr_go	ppi_prediction_go
Apln	S1pr4	ppi_lr_go	ppi_prediction_go
Gm13306	S1pr4	ppi_lr_go	ppi_prediction_go
Insl5	S1pr4	ppi_lr_go	ppi_prediction_go
Grn	Egfr	ppi_lr_go	ppi_prediction_go
Apoa1	Ldlr	ppi_lr_go	ppi_prediction_go
Efemp1	Vtn	ppi_lr_go	ppi_prediction_go
Wnt5a	Cd3d	ppi_lr_go	ppi_prediction_go
Hdgf	Krt1	ppi_lr_go	ppi_prediction_go
Grn	Ntrk1	ppi_lr_go	ppi_prediction_go
Txlna	Ntrk1	ppi_lr_go	ppi_prediction_go
Rabep1	Ntrk1	ppi_lr_go	ppi_prediction_go
Rabep2	Ntrk1	ppi_lr_go	ppi_prediction_go
Hmgb1	Pgr	ppi_lr_go	ppi_prediction_go
Gpi1	Atp5b	ppi_lr_go	ppi_prediction_go
Copa	Atp5b	ppi_lr_go	ppi_prediction_go
Gip	Adrb2	ppi_lr_go	ppi_prediction_go
Sct	Adrb2	ppi_lr_go	ppi_prediction_go
Calcb	Adrb2	ppi_lr_go	ppi_prediction_go
Iapp	Adrb2	ppi_lr_go	ppi_prediction_go
Pthlh	Adrb2	ppi_lr_go	ppi_prediction_go
Adcyap1	Adrb2	ppi_lr_go	ppi_prediction_go
Adm	Adrb2	ppi_lr_go	ppi_prediction_go
Wnt5a	Adrb2	ppi_lr_go	ppi_prediction_go
Insl3	Adrb2	ppi_lr_go	ppi_prediction_go
Adm2	Adrb2	ppi_lr_go	ppi_prediction_go
Rln3	Adrb2	ppi_lr_go	ppi_prediction_go
Saa1	Chrm2	ppi_lr_go	ppi_prediction_go
Pyy	Chrm2	ppi_lr_go	ppi_prediction_go
Ccl5	Chrm2	ppi_lr_go	ppi_prediction_go
Cxcl1	Chrm2	ppi_lr_go	ppi_prediction_go
Cxcl2	Chrm2	ppi_lr_go	ppi_prediction_go
Pmch	Chrm2	ppi_lr_go	ppi_prediction_go
Gal	Chrm2	ppi_lr_go	ppi_prediction_go
Wnt5a	Chrm2	ppi_lr_go	ppi_prediction_go
Cxcl5	Chrm2	ppi_lr_go	ppi_prediction_go
Cxcl12	Chrm2	ppi_lr_go	ppi_prediction_go
Sst	Chrm2	ppi_lr_go	ppi_prediction_go
Ccl20	Chrm2	ppi_lr_go	ppi_prediction_go
Cxcl9	Chrm2	ppi_lr_go	ppi_prediction_go
Pnoc	Chrm2	ppi_lr_go	ppi_prediction_go
Rln3	Chrm2	ppi_lr_go	ppi_prediction_go
Ccl19	Chrm2	ppi_lr_go	ppi_prediction_go
Cxcl16	Chrm2	ppi_lr_go	ppi_prediction_go
Ccl28	Chrm2	ppi_lr_go	ppi_prediction_go
Apln	Chrm2	ppi_lr_go	ppi_prediction_go
Gm13306	Chrm2	ppi_lr_go	ppi_prediction_go
Insl5	Chrm2	ppi_lr_go	ppi_prediction_go
Saa1	Chrm4	ppi_lr_go	ppi_prediction_go
Pyy	Chrm4	ppi_lr_go	ppi_prediction_go
Ccl5	Chrm4	ppi_lr_go	ppi_prediction_go
Cxcl1	Chrm4	ppi_lr_go	ppi_prediction_go
Cxcl2	Chrm4	ppi_lr_go	ppi_prediction_go
Pmch	Chrm4	ppi_lr_go	ppi_prediction_go
Gal	Chrm4	ppi_lr_go	ppi_prediction_go
Cxcl5	Chrm4	ppi_lr_go	ppi_prediction_go
Cxcl12	Chrm4	ppi_lr_go	ppi_prediction_go
Sst	Chrm4	ppi_lr_go	ppi_prediction_go
Ccl20	Chrm4	ppi_lr_go	ppi_prediction_go
Cxcl9	Chrm4	ppi_lr_go	ppi_prediction_go
Pnoc	Chrm4	ppi_lr_go	ppi_prediction_go
Rln3	Chrm4	ppi_lr_go	ppi_prediction_go
Ccl19	Chrm4	ppi_lr_go	ppi_prediction_go
Cxcl16	Chrm4	ppi_lr_go	ppi_prediction_go
Ccl28	Chrm4	ppi_lr_go	ppi_prediction_go
Apln	Chrm4	ppi_lr_go	ppi_prediction_go
Gm13306	Chrm4	ppi_lr_go	ppi_prediction_go
Insl5	Chrm4	ppi_lr_go	ppi_prediction_go
Gip	Adrb1	ppi_lr_go	ppi_prediction_go
Sct	Adrb1	ppi_lr_go	ppi_prediction_go
Calcb	Adrb1	ppi_lr_go	ppi_prediction_go
Iapp	Adrb1	ppi_lr_go	ppi_prediction_go
Pthlh	Adrb1	ppi_lr_go	ppi_prediction_go
Adcyap1	Adrb1	ppi_lr_go	ppi_prediction_go
Adm	Adrb1	ppi_lr_go	ppi_prediction_go
Insl3	Adrb1	ppi_lr_go	ppi_prediction_go
Adm2	Adrb1	ppi_lr_go	ppi_prediction_go
Rln3	Adrb1	ppi_lr_go	ppi_prediction_go
Il27	Il6ra	ppi_lr_go	ppi_prediction_go
Nmb	Chrm5	ppi_lr_go	ppi_prediction_go
Saa1	Chrm5	ppi_lr_go	ppi_prediction_go
Edn3	Chrm5	ppi_lr_go	ppi_prediction_go
Pmch	Chrm5	ppi_lr_go	ppi_prediction_go
Trh	Chrm5	ppi_lr_go	ppi_prediction_go
Edn2	Chrm5	ppi_lr_go	ppi_prediction_go
Nts	Chrm5	ppi_lr_go	ppi_prediction_go
Xcl1	Chrm5	ppi_lr_go	ppi_prediction_go
Prok1	Chrm5	ppi_lr_go	ppi_prediction_go
Qrfp	Chrm5	ppi_lr_go	ppi_prediction_go
Uts2b	Chrm5	ppi_lr_go	ppi_prediction_go
Ghrl	Chrm5	ppi_lr_go	ppi_prediction_go
Saa1	Adra2a	ppi_lr_go	ppi_prediction_go
Pyy	Adra2a	ppi_lr_go	ppi_prediction_go
Ccl5	Adra2a	ppi_lr_go	ppi_prediction_go
Cxcl1	Adra2a	ppi_lr_go	ppi_prediction_go
